"province","year","pop_total","pop_male","pop_female","pop_urban","pop_rural","pop_birth","pop_death","pop_growth","population","population.rural","population.urban"
"Jiangxi",2014,,,,,,,,,45.422,22.611,22.811
"Jiangxi",2015,,,,,,,,,45.656,22.089,23.568
"Jiangxi",2016,,,,,,,,,45.923,21.538,24.385
"Jilin",1949,1008.5,536.6,471.9,222.3,786.2,31.84,12.93,18.91,10.085,7.862,2.223
"Jilin",1950,1029.5,546.9,482.6,228.2,810.3,41.66,12.4,29.26,10.295,8.103,2.282
"Jilin",1951,1039.8,550.5,489.3,235.5,804.3,40.6,11.8,28.8,10.398,8.043,2.355
"Jilin",1952,1064.6,561.1,503.5,254.3,810.3,44.38,11.5,32.88,10.646,8.103,2.543
"Jilin",1953,1133.2,602.1,531.1,320.4,812.8,41.8,10.93,30.87,11.332,8.128,3.204
"Jilin",1954,1164.7,614.7,550,338.7,826,48.39,10.43,37.96,11.647,8.26,3.387
"Jilin",1955,1202.1,634.5,567.6,342.5,859.6,37.61,9.91,27.7,12.021,8.596,3.425
"Jilin",1956,1224.5,641.7,582.8,360.4,864.1,32.64,7.53,25.11,12.245,8.641,3.604
"Jilin",1957,1248.1,656,592.1,383.8,864.3,35.47,9.05,26.42,12.481,8.643,3.838
"Jilin",1958,1280.9,674,606.9,417,863.9,33.31,9.12,24.19,12.809,8.639,4.17
"Jilin",1959,1313,692.4,620.6,530.7,782.3,28.04,13.43,14.61,13.13,7.823,5.307
"Jilin",1960,1397.1,740.7,656.4,604.7,792.4,32.51,10.13,22.38,13.971,7.924,6.047
"Jilin",1961,1414.3,743,671.3,612.8,801.5,26.45,12.05,14.4,14.143,8.015,6.128
"Jilin",1962,1476.4,768.9,707.5,535.4,941,40.7,9.96,30.74,14.764,9.41,5.354
"Jilin",1963,1537.1,800.7,736.4,543.9,993.2,47.03,9.44,37.59,15.371,9.932,5.439
"Jilin",1964,1595.1,831.3,763.8,564.3,1030.8,44.19,12.62,31.57,15.951,10.308,5.643
"Jilin",1965,1639.1,850.1,789,578.7,1060.4,40.46,9.68,30.78,16.391,10.604,5.787
"Jilin",1966,1679.3,869.4,809.9,589.1,1090.2,34.58,8.62,25.96,16.793,10.902,5.891
"Jilin",1967,1722.1,891.7,830.4,604.4,1117.7,37.56,9.14,28.42,17.221,11.177,6.044
"Jilin",1968,1766.3,910.4,855.9,619.1,1147.2,37.6,9.14,28.46,17.663,11.472,6.191
"Jilin",1969,1808.2,932,876.2,625.4,1182.8,31.54,6.58,24.96,18.082,11.828,6.254
"Jilin",1970,1860.4,959,901.4,629.4,1231,33.22,6.37,26.85,18.604,12.31,6.294
"Jilin",1971,1915.2,983.8,931.4,647.7,1267.5,32.49,6.47,26.02,19.152,12.675,6.477
"Jilin",1972,1962.7,1008.3,954.4,718.4,1244.3,31.4,7.53,23.87,19.627,12.443,7.184
"Jilin",1973,2007.9,1032.1,975.8,702,1305.9,26.15,6.23,19.92,20.079,13.059,7.02
"Jilin",1974,2034.5,1045.5,989,711.5,1323,20.73,6.7,14.03,20.345,13.23,7.115
"Jilin",1975,2063.9,1060.5,1003.4,722.7,1341.2,19.63,6.71,12.92,20.639,13.412,7.227
"Jilin",1976,2092.6,1075.1,1017.5,738.1,1354.5,18.61,6.16,12.45,20.926,13.545,7.381
"Jilin",1977,2117.9,1087.8,1030.1,747.8,1370.1,18.56,6.34,12.22,21.179,13.701,7.478
"Jilin",1978,2149.3,1102.3,1047,774,1375.3,19.95,6.08,13.87,21.493,13.753,7.74
"Jilin",1979,2184.6,1119,1065.6,810.4,1374.2,19.41,5.52,13.89,21.846,13.742,8.104
"Jilin",1980,2210.7,1132.1,1078.6,853.8,1356.9,15.81,5.79,10.02,22.107,13.569,8.538
"Jilin",1981,2230.9,1141.4,1089.5,871.7,1359.2,17.67,5.32,12.35,22.309,13.592,8.717
"Jilin",1982,2257.6,1155.1,1102.5,893.9,1363.7,16.76,5.83,10.93,22.576,13.637,8.939
"Jilin",1983,2269.5,1162.3,1107.2,877.8,1391.7,12.38,5.35,7.03,22.695,13.917,8.778
"Jilin",1984,2284.5,1170.7,1113.8,1256.1,1028.4,11.84,5.34,6.5,22.845,10.284,12.561
"Jilin",1985,2298,1177.4,1120.6,1421.8,876.2,11.91,5.32,6.59,22.98,8.762,14.218
"Jilin",1986,2315.3,1186.4,1128.9,1470.7,844.6,13.7,5.38,8.32,23.15,8.446,14.707
"Jilin",1987,2336.4,1196.9,1139.5,1597.7,738.7,15.35,5.46,9.89,23.46,7.387,15.977
"Jilin",1988,2357.4,1208.3,1149.1,1728.6,628.8,14.1,5.2,8.9,23.73,6.288,17.286
"Jilin",1989,2395.4,1228.2,1167.2,1778.3,617.1,17,5.05,11.95,24.03,6.171,17.783
"Jilin",1990,2440.2,1248.1,1192.1,1888.1,552.2,19.49,5.65,12.51,24.83,5.522,18.881
"Jilin",1991,2459.7,1258.5,1201.2,1908.3,551.4,11.88,4.8,7.07,25.09,5.514,19.083
"Jilin",1992,2474,1265.3,1208.7,2060.2,413.8,11.52,5,6.52,25.32,4.138,20.602
"Jilin",1993,2496.1,1276,1220.1,2126.6,369.5,12.87,5,7.84,25.55,3.695,21.266
"Jilin",1994,2515.6,1285.9,1229.7,2197.1,318.5,11.99,5.12,6.87,25.74,3.185,21.971
"Jilin",1995,2550.9,1302.8,1248.1,2218.8,332.1,12.9,6.09,6.81,25.92,3.321,22.188
"Jilin",1996,2579.1,1315.5,1263.6,2257.1,322,12.53,5.6,6.9,26.1,3.22,22.571
"Jilin",1997,2600.1,1324.6,1275.5,2275.5,324.6,12.22,5.42,6.8,26.28,3.246,22.755
"Jilin",1998,2603.2,1325.6,1277.6,2283.6,319.6,11.81,5.76,6.05,26.44,3.196,22.836
"Jilin",1999,2616.1,1331.6,1284.5,2297.4,318.7,10.68,5.45,5.23,26.58,3.187,22.974
"Jilin",2000,2627.3,1336.5,1290.8,2330.5,296.8,9.53,5.38,4.15,26.82,2.968,23.305
"Jilin",2001,2637.1,1340.8,1296.3,,,8.76,5.38,3.38,26.908,,
"Jilin",2002,2649.4,1346.9,1302.5,,,8.3,5.11,3.19,26.99,,
"Jilin",2003,2658.6,1350.5,1308.1,,,7.25,5.64,1.61,27.04,,
"Jilin",2004,2661.9,1352,1309.9,,,7.39,5.63,1.76,27.09,,
"Jilin",2005,2669.4,1355,1314.4,,,7.89,5.32,2.57,27.16,12.89,14.26
"Jilin",2006,2679.5,1359.1,1320.4,,,7.67,5,2.67,27.23,12.806,14.424
"Jilin",2007,2696.1,1366,1330.1,,,7.55,5.05,2.5,27.298,12.787,14.513
"Jilin",2008,2710.5,1372.8,1337.7,,,6.7,5,1.6,27.342,12.792,14.548
"Jilin",2009,,,,,,,,,27.396,12.788,14.607
"Jilin",2010,,,,,,,,,27.466,12.805,14.648
"Jilin",2011,,,,,,,,,27.494,12.812,14.682
"Jilin",2012,,,,,,,,,27.504,12.734,14.77
"Jilin",2013,,,,,,,,,27.513,12.601,14.912
"Jilin",2014,,,,,,,,,27.524,12.438,15.086
"Jilin",2015,,,,,,,,,27.533,12.305,15.229
"Jilin",2016,,,,,,,,,27.33,12.034,15.297
"Liaoning",1949,1830.5,948.7,881.8,331,1499.5,19.5575,8.79541,10.7621,18.305,14.995,3.31
"Liaoning",1950,1875.5,972.6,902.9,376,1499.5,25.6998,10.8771,14.8227,18.755,14.995,3.76
"Liaoning",1951,1888.8,979.3,909.5,407,1481.8,30.8662,10.9593,19.9068,18.888,14.818,4.07
"Liaoning",1952,1932.3,1003,929.3,444,1488.3,34.622,9.88459,24.7374,19.323,14.883,4.44
"Liaoning",1953,2038.6,1060.9,977.7,557,1481.6,37.9672,8.78054,29.1867,20.386,14.816,5.57
"Liaoning",1954,2152.7,1116.4,1036.3,608,1544.7,44.5,8.6,35.9,21.527,15.447,6.08
"Liaoning",1955,2216.5,1144.7,1071.8,632,1584.5,39.1,9.4,29.7,22.165,15.845,6.32
"Liaoning",1956,2306.5,1194.5,1112,747,1559.5,33.7,6.6,27.1,23.065,15.595,7.47
"Liaoning",1957,2395.5,1239.3,1156.2,857,1538.5,41.9,9.4,32.5,23.955,15.385,8.57
"Liaoning",1958,2445,1262.6,1182.4,915,1530,38.7,8.8,29.9,24.45,15.3,9.15
"Liaoning",1959,2501.8,1302.9,1198.9,1002,1499.8,28,11.8,16.2,25.018,14.998,10.02
"Liaoning",1960,2559.5,1334.2,1225.3,1086,1473.5,31.8,11.5,20.3,25.595,14.735,10.86
"Liaoning",1961,2519.3,1303.2,1216.1,1003,1516.3,17.2,17.5,-0.3,25.193,15.163,10.03
"Liaoning",1962,2549,1312.6,1236.4,948,1601,34.1,8.5,25.6,25.49,16.01,9.48
"Liaoning",1963,2653.1,1364.3,1288.8,979,1674.1,49.1,7.9,41.2,26.531,16.741,9.79
"Liaoning",1964,2734.2,1404.4,1329.8,926,1808.2,39.6,9.3,30.3,27.342,18.082,9.26
"Liaoning",1965,2808.3,1439.4,1368.9,945,1863.3,36.2,7.1,29.1,28.083,18.633,9.45
"Liaoning",1966,2869.7,1471.1,1398.6,952,1917.7,29.4,6.2,23.2,28.697,19.177,9.52
"Liaoning",1967,2918,1494.1,1423.9,958,1960,26.9,5.7,21.2,29.18,19.6,9.58
"Liaoning",1968,2981.7,1523.1,1458.6,929,2052.7,29.3,5.7,23.6,29.817,20.527,9.29
"Liaoning",1969,3045,1559.7,1485.3,893,2152,27.7,5.3,22.4,30.45,21.52,8.93
"Liaoning",1970,3083.7,1579,1504.7,852,2231.7,26.6,5.1,21.5,30.837,22.317,8.52
"Liaoning",1971,3133.5,1601.7,1531.8,874,2259.5,24.2,5.3,18.9,31.34,22.595,8.74
"Liaoning",1972,3170.6,1620.8,1549.8,901,2269.6,23.6,6.1,17.5,31.706,22.696,9.01
"Liaoning",1973,3221.4,1645.7,1575.7,926,2295.4,21.5,5.2,16.3,32.214,22.954,9.26
"Liaoning",1974,3257.1,1664.6,1592.5,921,2336.1,17.9,5.8,12.1,32.571,23.361,9.21
"Liaoning",1975,3282,1679.1,1602.9,928,2354,15.9,6.1,9.8,32.82,23.54,9.28
"Liaoning",1976,3310.7,1693.6,1617.1,1024,2287,14.4,5.5,8.9,33.107,22.87,10.24
"Liaoning",1977,3344.5,1710.3,1634.2,1026,2319,15.1,5.7,9.4,33.445,23.19,10.26
"Liaoning",1978,3394,1735.3,1658.7,1077,2317,18,5.3,12.7,33.94,23.17,10.77
"Liaoning",1979,3443,1756,1686,1165,2278,17,5,12,34.43,22.78,11.65
"Liaoning",1980,3486.9,1779.2,1707.7,1237,2250,14.1,5.4,8.7,34.869,22.5,12.37
"Liaoning",1981,3534.8,1803.2,1731.6,1289,2246,16.6,5.3,11.3,35.348,22.46,12.89
"Liaoning",1982,3592.1,1832,1760.1,1340,2252,18.9,5.4,13.4,35.921,22.52,13.4
"Liaoning",1983,3629.1,1852.9,1776.2,1380,2249,13.4,5,8.4,36.291,22.49,13.8
"Liaoning",1984,3654.8,1866.6,1788.2,1447,2208,10.8,5,5.8,36.548,22.08,14.47
"Liaoning",1985,3686.2,1883.2,1803,1502,2184,11.9,5.3,6.6,36.862,21.84,15.02
"Liaoning",1986,3726,1904.1,1821.9,1509,2217,14.8,5.2,9.6,37.26,22.17,15.09
"Liaoning",1987,3777.4,1930.4,1847,1552,2225,17.3,5.3,12,37.77,22.25,15.52
"Liaoning",1988,3825.5,1955.5,1870,1593,2233,15.4,5.2,10.2,38.2,22.33,15.93
"Liaoning",1989,3876,1979.5,1896.5,1625,2251,14.6,5.2,9.4,38.76,22.51,16.25
"Liaoning",1990,3917.3,1999.1,1918.2,1645,2272,14.5,5.7,8.8,39.67,22.72,16.45
"Liaoning",1991,3938.5,2009.8,1928.7,1665,2274,9.9,5.2,4.7,39.9,22.74,16.65
"Liaoning",1992,3957.9,2018.9,1939,1694,2264,10.2,5.4,4.8,40.16,22.64,16.94
"Liaoning",1993,3982.9,2031.6,1951.3,1736,2247,10,5.6,4.4,40.42,22.47,17.36
"Liaoning",1994,4007.2,2043.6,1963.6,1770,2237,10.7,5.8,4.9,40.67,22.37,17.7
"Liaoning",1995,4034,2056.9,1977.1,1796,2238,9.9,5.5,4.4,40.92,22.38,17.96
"Liaoning",1996,4056.8,2067.5,1989.3,1820,2237,9.5,5.8,3.7,41.16,22.37,18.2
"Liaoning",1997,4077.1,2076.9,2000.2,1844,2233,8.9,5.7,3.2,41.38,22.33,18.44
"Liaoning",1998,4090.4,2083.1,2007.3,1863,2227,7.9,5.8,2.1,41.57,22.27,18.63
"Liaoning",1999,4103.2,2088.4,2014.8,1877,2226,8,6,2,41.71,22.26,18.77
"Liaoning",2000,4135.3,2103.3,2032,1902,2233,10.7,6.7,4,41.84,22.33,19.02
"Liaoning",2001,4147,2109.1,2037.9,1918,2229,7.1,5.3,1.8,41.94,22.29,19.18
"Liaoning",2002,4155.4,2111.6,2043.8,1944,2211,7.5,5.4,2.1,42.03,22.11,19.44
"Liaoning",2003,4161.6,2113.2,2048.4,1964,2198,6.2,5.6,0.6,42.1,21.98,19.64
"Liaoning",2004,4172.8,2117.3,2055.5,1996,2177,7.7,6.5,1.2,42.17,21.77,19.96
"Liaoning",2005,4221,2116,2105,2478,1743,7.3,6.1,1.2,42.21,17.43,24.77
"Liaoning",2006,4271,2150,2121,2519,1752,6.4,5.3,1.1,42.71,17.515,25.195
"Liaoning",2007,4298,2162,2136,2544,1754,6.9,5.4,1.5,42.98,17.536,25.444
"Liaoning",2008,4315,2166,2149,2591,1724,6.3,5.2,1.1,43.147,17.237,25.91
"Liaoning",2009,,,,,,,,,43.41,17.125,26.065
"Liaoning",2010,,,,,,,,,43.749,16.558,27.188
"Liaoning",2011,,,,,,,,,43.83,15.757,28.073
"Liaoning",2012,,,,,,,,,43.89,15.076,28.814
"Liaoning",2013,,,,,,,,,43.9,14.728,29.172
"Liaoning",2014,,,,,,,,,43.914,14.468,29.442
"Liaoning",2015,,,,,,,,,43.824,14.309,29.515
"Liaoning",2016,,,,,,,,,43.778,14.285,29.493
"Ningxia",1949,119.75,62.75,57,8.49,111.26,,,,1.198,1.113,0.085
"Ningxia",1950,125.96,66.33,59.63,9.45,116.51,40.32,20.58,19.74,1.26,1.165,0.095
"Ningxia",1951,133.19,70.35,62.84,10.69,122.5,43.89,19.18,24.71,1.332,1.225,0.107
"Ningxia",1952,142.42,75.59,66.83,11.28,131.14,49.9,22.44,27.46,1.424,1.311,0.113
"Ningxia",1953,151.05,80.21,70.84,13.51,137.54,40.01,19.38,20.63,1.511,1.375,0.135
"Ningxia",1954,158.41,84.07,74.34,13.96,144.45,42.47,13.05,29.42,1.584,1.445,0.14
"Ningxia",1955,165.11,87.44,77.67,13.55,151.56,34.9,10.24,24.66,1.651,1.516,0.136
"Ningxia",1956,172.02,91.71,80.31,14.5,157.52,34.2,10.58,23.62,1.72,1.575,0.145
"Ningxia",1957,179.38,95.36,84.02,17.67,161.71,43.24,11.06,32.18,1.794,1.617,0.177
"Ningxia",1958,193.52,103.45,90.07,23.62,169.9,39.32,14.98,24.34,1.935,1.699,0.236
"Ningxia",1959,208.86,114.35,94.51,36.08,172.78,23.8,15.82,7.98,2.089,1.728,0.361
"Ningxia",1960,213.03,115.3,97.73,40.85,172.18,16.58,13.9,2.68,2.13,1.722,0.409
"Ningxia",1961,203.06,108.2,94.86,36.08,166.98,13.03,10.71,2.32,2.031,1.67,0.361
"Ningxia",1962,198.81,104.46,94.35,28.92,169.89,44.6,8.49,36.11,1.988,1.699,0.289
"Ningxia",1963,206.71,108.69,98.02,31.53,175.18,50.52,10.22,40.3,2.067,1.752,0.315
"Ningxia",1964,214.9,112.91,101.99,31.98,182.92,49.37,13.44,35.93,2.149,1.829,0.32
"Ningxia",1965,226.79,119.16,107.63,34.59,192.2,48.08,9.29,38.79,2.268,1.922,0.346
"Ningxia",1966,235.38,124.05,111.33,37.59,197.79,42.2,9.35,32.85,2.354,1.978,0.376
"Ningxia",1967,244.41,128.46,115.95,40.49,203.92,43.13,8.35,34.78,2.444,2.039,0.405
"Ningxia",1968,255.34,132.9,122.44,41.94,213.4,40.89,6.4,34.49,2.553,2.134,0.419
"Ningxia",1969,264.97,138.61,126.36,44,220.97,42.69,6.68,36.01,2.65,2.21,0.44
"Ningxia",1970,277.35,144.2,133.15,44.95,232.4,40.27,6.33,33.94,2.774,2.324,0.45
"Ningxia",1971,286.66,149,137.66,47.73,238.93,36.44,6.03,30.41,2.867,2.389,0.477
"Ningxia",1972,297.24,154.25,142.99,49.98,247.26,39.8,7.24,32.56,2.972,2.473,0.5
"Ningxia",1973,307.8,159.66,148.14,51.83,255.97,38.21,7.23,30.98,3.078,2.56,0.518
"Ningxia",1974,317.25,164.32,152.93,53.21,264.04,34.53,6.85,27.68,3.173,2.64,0.532
"Ningxia",1975,327.92,170.3,157.62,55,272.92,36.5,7.77,28.73,3.279,2.729,0.55
"Ningxia",1976,337.93,175.25,162.68,57.19,280.74,31.63,6.84,24.79,3.379,2.807,0.572
"Ningxia",1977,346.71,179.51,167.2,58.51,288.2,29.49,5.73,23.76,3.467,2.882,0.585
"Ningxia",1978,355.58,184.17,171.41,61.07,294.51,28.48,5.46,23.02,3.556,2.945,0.611
"Ningxia",1979,364.14,188.03,176.11,64.48,299.66,27.56,5.56,22,3.641,2.997,0.645
"Ningxia",1980,373.72,193.03,180.69,67.82,305.9,24.96,4.72,20.24,3.737,3.059,0.678
"Ningxia",1981,383.38,197.85,185.53,71,312.38,29.65,6.08,23.57,3.834,3.124,0.71
"Ningxia",1982,393.04,202.8,190.24,72.98,320.06,28.95,5.82,23.13,3.93,3.201,0.73
"Ningxia",1983,399.05,206.03,193.02,75.74,323.31,18.29,4.06,14.23,3.991,3.233,0.757
"Ningxia",1984,406.87,209.99,196.88,78.22,328.6,18.58,3.77,14.81,4.069,3.286,0.782
"Ningxia",1985,414.62,213.73,200.89,83.24,331.38,17.18,3.88,13.3,4.146,3.314,0.832
"Ningxia",1986,424.33,218.8,205.53,91.07,333.26,25.49,4.54,20.95,4.24,3.333,0.911
"Ningxia",1987,435.16,224.59,210.57,97.37,337.79,25.14,5.04,20.1,4.35,3.378,0.974
"Ningxia",1988,444.53,229.22,215.31,102.48,342.05,24.79,5.24,19.55,4.45,3.421,1.025
"Ningxia",1989,454.81,234.41,220.4,107.42,347.39,23.6,4.38,19.21,4.55,3.474,1.074
"Ningxia",1990,465.68,239.7,225.98,111.39,354.29,24.34,5.52,18.82,4.7,3.543,1.114
"Ningxia",1991,473.88,243.98,229.9,113.89,359.99,21.96,5.13,16.83,4.8,3.6,1.139
"Ningxia",1992,482.27,248.35,233.92,116.58,365.69,20.11,5.36,14.75,4.87,3.657,1.166
"Ningxia",1993,490.86,252.57,238.29,119.56,371.3,19.43,5.36,14.07,4.95,3.713,1.196
"Ningxia",1994,503.87,259.17,244.7,134.32,369.55,19.67,6.02,13.65,5.04,3.696,1.343
"Ningxia",1995,512.38,263.26,249.12,137.95,374.43,19.28,5.49,13.79,5.13,3.744,1.38
"Ningxia",1996,521.21,267.99,253.22,140.78,380.43,19.03,5.25,13.78,5.21,3.804,1.408
"Ningxia",1997,528.94,271.78,257.16,146.7,382.24,18.9,5.43,13.47,5.3,3.822,1.467
"Ningxia",1998,536.57,275.48,261.09,152.22,384.35,18.19,5.11,13.08,5.38,3.844,1.522
"Ningxia",1999,543.29,278.47,264.82,155.4,387.89,17.97,5.65,12.32,5.43,3.879,1.554
"Ningxia",2000,554.32,283.96,270.36,180.39,373.94,16.49,4.57,11.92,5.54,3.739,1.804
"Ningxia",2001,563.22,288.95,274.27,187.67,375.56,16.55,4.84,11.71,5.63,3.756,1.877
"Ningxia",2002,571.54,292.81,278.73,195.47,376.07,16.42,4.86,11.56,5.72,3.761,1.955
"Ningxia",2003,580.19,297.64,282.55,214.23,365.98,15.68,4.73,10.95,5.8,3.66,2.142
"Ningxia",2004,587.714,301.81,285.904,238.612,349.102,15.97,4.79,11.18,5.88,3.491,2.386
"Ningxia",2005,596.203,305.677,290.526,252.075,344.128,15.93,4.95,10.98,5.962,3.43,2.52
"Ningxia",2006,603.731,309.072,294.658,259.363,344.368,15.53,4.84,10.69,6.037,3.443,2.597
"Ningxia",2007,610.252,311.772,298.48,268.655,341.596,14.8,5.04,9.76,6.103,3.415,2.685
"Ningxia",2008,617.694,315.365,302.329,277.823,339.871,14.31,4.62,9.69,6.177,3.399,2.778
"Ningxia",2009,,,,,,,,,6.252,3.37,2.88
"Ningxia",2010,,,,,,,,,6.33,3.279,3.022
"Ningxia",2011,,,,,,,,,6.395,3.209,3.18
"Ningxia",2012,,,,,,,,,6.472,3.193,3.279
"Ningxia",2013,,,,,,,,,6.542,3.139,3.402
"Ningxia",2014,,,,,,,,,6.615,3.069,3.547
"Ningxia",2015,,,,,,,,,6.679,2.99,3.689
"Ningxia",2016,,,,,,,,,6.749,2.95,3.799
"Qinghai",1949,148.33,74.15,74.18,,,,,,1.483,,
"Qinghai",1950,151.83,76.2,75.63,,,,,,1.518,,
"Qinghai",1951,156.23,78.95,77.37,,,,,,1.562,,
"Qinghai",1952,161.38,81.69,81.69,8.38,153,30.25,13.98,16.27,1.614,1.53,0.084
"Qinghai",1953,164.01,83.32,80.69,9.35,154.66,30.25,13.98,16.27,1.64,1.547,0.094
"Qinghai",1954,173.24,88.06,85.18,11.54,161.7,44.16,13.3,30.86,1.732,1.617,0.115
"Qinghai",1955,179.42,91.84,87.58,12.5,166.92,35.93,14.6,21.87,1.794,1.669,0.125
"Qinghai",1956,199.92,105.52,94.4,27.76,172.16,24.68,9.43,15.25,1.999,1.722,0.278
"Qinghai",1957,204.64,107.98,96.66,30.04,174.6,32.18,10.4,21.78,2.046,1.746,0.3
"Qinghai",1958,225,124.58,100.42,37.41,187.59,27.97,12.99,14.98,2.25,1.876,0.374
"Qinghai",1959,260.01,150.04,109.97,57.77,202.24,23.02,16.58,6.44,2.6,2.022,0.578
"Qinghai",1960,248.65,142.74,105.91,70.07,179.23,13.07,40.73,-27.66,2.487,1.792,0.701
"Qinghai",1961,211.42,113.8,97.62,52.25,159.17,11.43,11.68,-0.25,2.114,1.592,0.523
"Qinghai",1962,205.01,106.23,98.78,35.19,169.82,35.72,5.35,30.38,2.05,1.698,0.352
"Qinghai",1963,209.74,110.39,99.35,30.62,179.12,45.56,8.37,37.19,2.097,1.791,0.306
"Qinghai",1964,219.48,115.52,103.96,36.34,183.14,52.08,15.53,36.55,2.195,1.831,0.363
"Qinghai",1965,230.45,121.4,109.05,37.98,192.47,48.72,9.06,39.66,2.305,1.925,0.38
"Qinghai",1966,240.61,126.45,114.16,40.74,199.87,41.39,9.75,31.64,2.406,1.999,0.407
"Qinghai",1967,250.45,131.39,119.06,42.53,207.92,40.86,7.73,33.13,2.505,2.079,0.425
"Qinghai",1968,260.95,136.77,124.18,46.44,214.51,43.82,7.65,36.17,2.61,2.145,0.464
"Qinghai",1969,271.93,142.75,129.18,46.87,225.06,42.95,7.91,35.04,2.719,2.251,0.469
"Qinghai",1970,282.73,147.75,134.98,48.68,234.05,40.06,7.52,32.54,2.827,2.341,0.487
"Qinghai",1971,295.65,153.88,141.77,54.44,241.21,40.02,7.56,32.46,2.957,2.412,0.544
"Qinghai",1972,307.05,159.41,147.64,57.57,250.18,39.33,9.22,30.11,3.071,2.502,0.576
"Qinghai",1973,318.15,164.94,153.21,60.26,257.89,38.26,7.75,30.51,3.182,2.579,0.603
"Qinghai",1974,328.75,169.87,158.88,61.32,267.43,34.49,8.08,26.41,3.288,2.674,0.613
"Qinghai",1975,337.49,174.95,162.54,62.99,274.5,31.95,8.24,23.71,3.375,2.745,0.63
"Qinghai",1976,346.58,179.56,167.02,64.5,282.09,28.89,7.27,21.62,3.466,2.821,0.645
"Qinghai",1977,356.75,184.95,171.8,66.75,290,27.52,6.91,20.61,3.568,2.9,0.668
"Qinghai",1978,364.86,189.3,175.56,67.84,297.02,26.15,6.66,19.49,3.649,2.97,0.678
"Qinghai",1979,372.02,192.25,179.77,71.06,300.96,24.47,6.48,17.99,3.72,3.01,0.711
"Qinghai",1980,376.9,194.18,182.72,74.71,302.19,21.14,5.61,15.53,3.769,3.022,0.747
"Qinghai",1981,381.6,196.62,184.98,76.78,304.82,20.86,5.7,15.16,3.816,3.048,0.768
"Qinghai",1982,392.79,201.92,190.87,79.82,312.97,19.46,5.1,14.36,3.928,3.13,0.798
"Qinghai",1983,392.57,201.64,190.93,77.25,315.32,15.5,5.3,10.2,3.926,3.153,0.773
"Qinghai",1984,401.61,205.98,195.63,128.63,272.98,15.94,5.1,10.84,4.016,2.73,1.286
"Qinghai",1985,407.38,208.43,198.95,137.75,269.63,14.21,4.58,9.63,4.074,2.696,1.378
"Qinghai",1986,421.12,216.26,204.86,140.75,280.37,24.94,6.01,18.93,4.12,2.804,1.408
"Qinghai",1987,427.9,219.16,208.74,143,284.9,22.59,6.42,16.17,4.28,2.849,1.43
"Qinghai",1988,434.2,222.18,212.02,146.86,287.34,24.33,5.05,19.28,4.34,2.873,1.469
"Qinghai",1989,440.2,225.27,214.93,150.69,289.51,23.66,5.93,17.73,4.4,2.895,1.507
"Qinghai",1990,447.66,229.36,218.3,153.22,294.44,24.34,7.47,16.87,4.48,2.944,1.532
"Qinghai",1991,454.43,232.8,221.63,155.11,299.32,23.37,8.35,15.02,4.54,2.993,1.551
"Qinghai",1992,461.02,235.95,225.07,157.34,303.68,22.54,8.14,14.4,4.61,3.037,1.573
"Qinghai",1993,466.7,238.95,227.75,158.04,308.66,20.5,8.26,12.24,4.67,3.087,1.58
"Qinghai",1994,474,242.74,231.26,160.9,313.1,22.06,6.82,15.24,4.74,3.131,1.609
"Qinghai",1995,481.2,246.37,234.83,163.13,318.07,22.01,6.89,15.12,4.81,3.181,1.631
"Qinghai",1996,488.3,250.01,238.29,166.93,321.37,21.89,7.2,14.69,4.88,3.214,1.669
"Qinghai",1997,495.6,252.76,242.84,171.94,323.66,21.8,6.95,14.85,4.96,3.237,1.719
"Qinghai",1998,502.8,252.13,250.67,174.18,328.62,21.26,6.78,14.48,5.03,3.286,1.742
"Qinghai",1999,509.8,259.29,250.51,176.33,333.47,20.68,6.78,13.9,5.1,3.335,1.763
"Qinghai",2000,516.5,267.03,249.47,179.54,336.96,19.25,6.15,13.1,5.17,3.37,1.795
"Qinghai",2001,523.1,266.09,257.01,190,333.1,19.06,6.44,12.62,5.231,3.331,1.9
"Qinghai",2002,528.6,271.12,257.48,199.16,329.44,18.05,6.35,11.7,5.29,3.294,1.992
"Qinghai",2003,533.8,272.33,261.47,203.8,330,16.94,6.09,10.85,5.34,3.3,2.038
"Qinghai",2004,538.6,276.43,262.17,207.51,331.09,16.32,6.45,9.87,5.39,3.311,2.075
"Qinghai",2005,543.2,277.58,265.62,213.21,329.99,15.7,6.21,9.49,5.432,3.296,2.129
"Qinghai",2006,547.7,278.52,269.18,215.02,332.68,15.24,6.27,8.97,5.477,3.329,2.151
"Qinghai",2007,551.6,279.5,272.1,221.02,330.58,14.93,6.13,8.8,5.516,3.308,2.212
"Qinghai",2008,554.3,279.33,274.97,226.49,327.81,14.49,6.14,8.35,5.543,3.278,2.265
"Qinghai",2009,,,,,,,,,5.573,3.238,2.33
"Qinghai",2010,,,,,,,,,5.635,3.11,2.516
"Qinghai",2011,,,,,,,,,5.682,3.05,2.626
"Qinghai",2012,,,,,,,,,5.732,3.013,2.719
"Qinghai",2013,,,,,,,,,5.778,2.975,2.803
"Qinghai",2014,,,,,,,,,5.834,2.93,2.904
"Qinghai",2015,,,,,,,,,5.884,2.924,2.96
"Qinghai",2016,,,,,,,,,5.935,2.871,3.064
"Shaanxi",1949,1317,691.85,625,,,,,,13.17,,
